Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD0089,2024-07-27,2024-08-01,CUST003,Customer 58,Consumer,North,Technology,Accessories,Accessories Product 7,1479.1,10,0.1,141.96
ORD0090,2024-02-28,2024-03-04,CUST069,Customer 5,Consumer,East,Technology,Phones,Phones Product 27,1972.53,8,0.22,545.97
ORD0091,2024-04-04,2024-04-07,CUST030,Customer 46,Consumer,East,Office Supplies,Paper,Paper Product 15,299.84,7,0.17,84.11
ORD0092,2023-10-13,2023-10-20,CUST030,Customer 8,Home Office,West,Office Supplies,Paper,Paper Product 5,451.32,1,0.19,91.72
ORD0093,2024-02-04,2024-02-07,CUST041,Customer 63,Corporate,South,Office Supplies,Paper,Paper Product 9,607.14,5,0.09,30.91
ORD0094,2023-03-05,2023-03-07,CUST077,Customer 23,Consumer,East,Technology,Accessories,Accessories Product 27,488.92,6,0.01,125.69
ORD0095,2023-06-20,2023-06-23,CUST037,Customer 83,Corporate,West,Furniture,Chairs,Chairs Product 39,1148.26,10,0.14,250.96
ORD0096,2023-08-06,2023-08-08,CUST024,Customer 82,Corporate,South,Office Supplies,Storage,Storage Product 41,295.55,8,0.05,71.43
ORD0097,2024-04-11,2024-04-15,CUST020,Customer 56,Home Office,East,Technology,Laptops,Laptops Product 43,792.57,8,0.17,124.56
ORD0098,2024-01-24,2024-01-29,CUST077,Customer 23,Corporate,North,Office Supplies,Binders,Binders Product 33,1081.07,5,0.07,222.09
ORD0099,2024-06-24,2024-07-01,CUST030,Customer 40,Home Office,South,Office Supplies,Paper,Paper Product 28,1268.82,8,0.23,94.33
ORD0100,2023-06-21,2023-06-22,CUST023,Customer 93,Home Office,North,Furniture,Tables,Tables Product 36,818.09,3,0.03,87.17
ORD0101,2024-12-25,2024-12-30,CUST095,Customer 23,Home Office,West,Technology,Phones,Phones Product 19,280.97,5,0.17,62.33
ORD0102,2024-11-20,2024-11-24,CUST005,Customer 64,Home Office,East,Furniture,Tables,Tables Product 9,562.63,4,0.1,71.71
ORD0103,2023-10-09,2023-10-11,CUST060,Customer 96,Home Office,South,Furniture,Tables,Tables Product 5,908.39,9,0.27,269.27
ORD0104,2024-02-12,2024-02-13,CUST085,Customer 15,Consumer,North,Furniture,Tables,Tables Product 37,676.35,8,0.27,107.05
ORD0105,2024-10-05,2024-10-09,CUST089,Customer 54,Consumer,North,Furniture,Chairs,Chairs Product 35,1658.56,8,0.12,304.58
ORD0106,2024-11-11,2024-11-16,CUST003,Customer 44,Consumer,West,Office Supplies,Storage,Storage Product 13,1136.07,10,0.1,70.21
ORD0107,2023-09-28,2023-09-30,CUST100,Customer 35,Consumer,North,Furniture,Tables,Tables Product 36,1316.87,9,0.22,303.03
ORD0108,2024-03-10,2024-03-16,CUST044,Customer 46,Consumer,West,Technology,Phones,Phones Product 3,1105.62,8,0.2,311.83
ORD0109,2023-10-24,2023-10-28,CUST071,Customer 62,Home Office,North,Technology,Accessories,Accessories Product 31,1574.68,1,0.23,79.75
ORD0110,2024-01-03,2024-01-06,CUST081,Customer 39,Corporate,West,Furniture,Tables,Tables Product 31,918.66,6,0.18,205.44
ORD0111,2023-02-23,2023-02-27,CUST028,Customer 56,Home Office,South,Furniture,Tables,Tables Product 9,1010.6,10,0.06,109.44
ORD0112,2023-11-07,2023-11-09,CUST040,Customer 100,Home Office,West,Office Supplies,Binders,Binders Product 46,385.69,5,0.15,94.71
ORD0113,2023-11-21,2023-11-24,CUST067,Customer 66,Consumer,South,Office Supplies,Storage,Storage Product 25,1132.05,10,0.3,257.27
ORD0114,2024-08-09,2024-08-11,CUST023,Customer 25,Home Office,East,Technology,Laptops,Laptops Product 14,729.73,1,0.19,41.71
ORD0115,2023-03-15,2023-03-17,CUST100,Customer 74,Consumer,East,Furniture,Bookcases,Bookcases Product 2,159.64,2,0.18,40.56
ORD0116,2024-01-28,2024-02-01,CUST095,Customer 60,Corporate,North,Office Supplies,Binders,Binders Product 49,586.57,8,0.07,151.34
ORD0117,2023-12-19,2023-12-20,CUST003,Customer 38,Home Office,South,Office Supplies,Storage,Storage Product 40,92.56,9,0.01,26.62
ORD0118,2024-01-08,2024-01-14,CUST015,Customer 76,Home Office,East,Furniture,Chairs,Chairs Product 50,552.4,5,0.16,154.09
ORD0119,2023-08-07,2023-08-14,CUST038,Customer 77,Corporate,East,Technology,Phones,Phones Product 45,1045.87,5,0.02,283.04
ORD0120,2024-11-02,2024-11-09,CUST036,Customer 3,Consumer,South,Technology,Phones,Phones Product 22,261.28,2,0.27,59.88
ORD0121,2024-09-22,2024-09-23,CUST007,Customer 98,Consumer,West,Furniture,Chairs,Chairs Product 14,1856.82,4,0.19,432.74
ORD0122,2023-01-09,2023-01-11,CUST088,Customer 40,Home Office,West,Office Supplies,Storage,Storage Product 2,941.0,5,0.08,110.01
ORD0123,2024-08-09,2024-08-13,CUST067,Customer 8,Corporate,East,Technology,Accessories,Accessories Product 27,1926.32,9,0.29,415.04
ORD0124,2023-02-13,2023-02-14,CUST070,Customer 20,Corporate,North,Office Supplies,Paper,Paper Product 34,1559.01,8,0.22,86.23
ORD0125,2023-07-07,2023-07-10,CUST096,Customer 96,Consumer,East,Technology,Phones,Phones Product 46,1784.16,6,0.24,128.61
ORD0126,2024-04-09,2024-04-11,CUST011,Customer 20,Corporate,North,Technology,Accessories,Accessories Product 17,1583.02,1,0.24,471.81
ORD0127,2024-12-15,2024-12-17,CUST071,Customer 68,Home Office,West,Office Supplies,Binders,Binders Product 25,108.69,3,0.24,21.74
ORD0128,2023-01-19,2023-01-25,CUST062,Customer 95,Corporate,West,Technology,Phones,Phones Product 39,1947.06,8,0.06,298.04
ORD0129,2024-09-17,2024-09-23,CUST069,Customer 43,Consumer,North,Technology,Accessories,Accessories Product 19,1015.63,8,0.24,256.96
ORD0130,2024-12-01,2024-12-05,CUST067,Customer 72,Home Office,East,Office Supplies,Paper,Paper Product 27,659.96,9,0.19,136.13
ORD0131,2024-04-15,2024-04-19,CUST049,Customer 19,Corporate,South,Technology,Laptops,Laptops Product 32,1678.9,8,0.24,182.07
ORD0132,2023-12-08,2023-12-10,CUST078,Customer 37,Consumer,South,Technology,Accessories,Accessories Product 36,803.12,5,0.02,198.95
ORD0133,2024-03-13,2024-03-16,CUST020,Customer 13,Home Office,West,Technology,Phones,Phones Product 15,1323.21,8,0.27,392.5
ORD0134,2023-04-29,2023-05-06,CUST058,Customer 23,Consumer,South,Furniture,Chairs,Chairs Product 45,905.73,7,0.13,241.09
ORD0135,2023-11-13,2023-11-18,CUST082,Customer 68,Consumer,South,Furniture,Chairs,Chairs Product 2,1770.98,4,0.2,469.84
ORD0136,2024-03-02,2024-03-06,CUST093,Customer 63,Consumer,West,Office Supplies,Paper,Paper Product 44,1102.23,6,0.02,211.03
ORD0137,2024-09-11,2024-09-12,CUST003,Customer 3,Home Office,East,Technology,Laptops,Laptops Product 49,1449.96,3,0.07,258.93
ORD0138,2024-05-20,2024-05-24,CUST081,Customer 94,Home Office,East,Furniture,Tables,Tables Product 2,550.22,10,0.06,95.01
ORD0139,2023-03-12,2023-03-15,CUST095,Customer 35,Corporate,North,Technology,Laptops,Laptops Product 16,1737.64,10,0.28,257.98
ORD0140,2024-09-18,2024-09-24,CUST054,Customer 82,Consumer,South,Office Supplies,Binders,Binders Product 3,742.16,10,0.3,113.05
ORD0141,2023-11-11,2023-11-14,CUST060,Customer 41,Corporate,South,Office Supplies,Binders,Binders Product 45,885.12,2,0.02,219.75
ORD0142,2023-08-18,2023-08-22,CUST054,Customer 1,Corporate,East,Office Supplies,Storage,Storage Product 32,980.23,4,0.28,247.33
ORD0143,2024-02-28,2024-03-06,CUST025,Customer 57,Home Office,South,Technology,Accessories,Accessories Product 23,651.31,2,0.13,38.27
ORD0144,2023-10-08,2023-10-13,CUST083,Customer 37,Corporate,East,Technology,Phones,Phones Product 4,1538.48,5,0.12,359.8
ORD0145,2023-09-21,2023-09-25,CUST077,Customer 88,Home Office,East,Technology,Laptops,Laptops Product 37,1299.69,1,0.0,126.54
ORD0146,2024-09-16,2024-09-23,CUST040,Customer 33,Consumer,North,Office Supplies,Storage,Storage Product 30,664.59,7,0.2,120.35
ORD0147,2023-11-03,2023-11-08,CUST059,Customer 91,Consumer,South,Technology,Accessories,Accessories Product 31,1801.28,9,0.09,331.19
ORD0148,2023-03-06,2023-03-08,CUST026,Customer 23,Home Office,West,Technology,Accessories,Accessories Product 26,733.32,10,0.28,99.99
ORD0149,2023-04-11,2023-04-17,CUST071,Customer 38,Consumer,North,Furniture,Tables,Tables Product 34,1173.0,8,0.15,91.44
ORD0150,2023-10-20,2023-10-22,CUST087,Customer 3,Consumer,East,Office Supplies,Paper,Paper Product 47,1442.1,10,0.12,253.82
ORD0151,2023-12-02,2023-12-09,CUST032,Customer 38,Home Office,East,Office Supplies,Storage,Storage Product 17,257.71,3,0.03,48.05
ORD0152,2024-02-15,2024-02-21,CUST055,Customer 63,Corporate,East,Office Supplies,Binders,Binders Product 49,1863.55,7,0.06,401.27
ORD0153,2024-12-31,2025-01-07,CUST004,Customer 43,Corporate,West,Technology,Laptops,Laptops Product 30,1959.29,1,0.09,110.41
ORD0154,2024-11-07,2024-11-10,CUST077,Customer 98,Corporate,West,Office Supplies,Binders,Binders Product 13,522.46,9,0.26,132.45
ORD0155,2023-03-28,2023-04-04,CUST016,Customer 98,Consumer,East,Office Supplies,Storage,Storage Product 24,1847.09,3,0.21,240.77
ORD0156,2024-10-25,2024-10-29,CUST068,Customer 96,Corporate,West,Office Supplies,Binders,Binders Product 27,1873.06,5,0.15,250.5
ORD0157,2023-08-31,2023-09-05,CUST100,Customer 33,Corporate,North,Furniture,Chairs,Chairs Product 50,1948.06,1,0.13,185.59
ORD0158,2024-11-16,2024-11-18,CUST084,Customer 97,Home Office,West,Office Supplies,Paper,Paper Product 38,438.3,6,0.03,120.71
ORD0159,2024-02-15,2024-02-18,CUST012,Customer 11,Corporate,South,Technology,Accessories,Accessories Product 12,1525.09,8,0.16,166.63
ORD0160,2023-12-29,2023-12-31,CUST037,Customer 47,Home Office,East,Furniture,Chairs,Chairs Product 37,1100.78,1,0.0,298.3
ORD0161,2023-09-29,2023-10-02,CUST065,Customer 81,Corporate,North,Furniture,Bookcases,Bookcases Product 14,753.21,5,0.3,173.0
ORD0162,2024-05-21,2024-05-27,CUST020,Customer 22,Consumer,South,Technology,Laptops,Laptops Product 15,447.51,7,0.21,66.03
ORD0163,2023-08-27,2023-09-02,CUST055,Customer 91,Consumer,East,Furniture,Chairs,Chairs Product 20,366.58,9,0.2,67.28
ORD0164,2024-06-25,2024-06-27,CUST072,Customer 32,Corporate,West,Furniture,Chairs,Chairs Product 42,110.23,4,0.22,18.17
ORD0165,2024-03-04,2024-03-08,CUST096,Customer 34,Home Office,East,Office Supplies,Storage,Storage Product 8,105.5,1,0.1,12.6
ORD0166,2023-10-16,2023-10-19,CUST043,Customer 11,Corporate,South,Office Supplies,Binders,Binders Product 9,982.71,8,0.19,125.37
ORD0167,2024-08-02,2024-08-04,CUST055,Customer 37,Consumer,North,Office Supplies,Storage,Storage Product 28,1466.38,7,0.01,99.89
ORD0168,2023-08-04,2023-08-11,CUST093,Customer 54,Home Office,North,Technology,Laptops,Laptops Product 14,636.81,8,0.08,176.21
ORD0169,2023-01-07,2023-01-08,CUST023,Customer 84,Home Office,North,Office Supplies,Storage,Storage Product 17,1749.41,3,0.17,216.6
ORD0170,2023-11-11,2023-11-14,CUST030,Customer 50,Consumer,North,Office Supplies,Storage,Storage Product 39,668.18,3,0.21,162.82
ORD0171,2023-06-16,2023-06-21,CUST066,Customer 65,Corporate,West,Furniture,Tables,Tables Product 35,722.59,8,0.04,45.45
ORD0172,2024-12-21,2024-12-27,CUST093,Customer 98,Home Office,South,Furniture,Bookcases,Bookcases Product 40,771.78,9,0.04,84.96
ORD0173,2024-10-11,2024-10-12,CUST091,Customer 6,Corporate,East,Furniture,Chairs,Chairs Product 34,1244.06,5,0.11,69.55
ORD0174,2023-08-01,2023-08-02,CUST095,Customer 82,Consumer,East,Furniture,Tables,Tables Product 23,1827.0,9,0.02,252.98
ORD0175,2023-02-03,2023-02-10,CUST079,Customer 64,Consumer,East,Technology,Phones,Phones Product 31,795.46,6,0.17,109.9
ORD0176,2023-08-31,2023-09-05,CUST039,Customer 46,Consumer,North,Technology,Phones,Phones Product 18,94.72,5,0.13,9.68
ORD0177,2024-08-15,2024-08-19,CUST025,Customer 34,Consumer,South,Furniture,Tables,Tables Product 11,819.53,8,0.01,157.04
ORD0178,2023-10-27,2023-11-01,CUST078,Customer 31,Home Office,West,Technology,Accessories,Accessories Product 49,266.09,8,0.06,34.03
ORD0179,2024-06-28,2024-07-02,CUST047,Customer 78,Corporate,South,Office Supplies,Storage,Storage Product 42,1818.45,5,0.17,275.86
ORD0180,2023-12-28,2024-01-02,CUST026,Customer 66,Consumer,North,Office Supplies,Binders,Binders Product 46,205.94,6,0.2,61.25
ORD0181,2024-10-24,2024-10-28,CUST098,Customer 22,Corporate,East,Technology,Phones,Phones Product 39,1926.39,1,0.03,497.14
ORD0182,2023-03-04,2023-03-11,CUST048,Customer 55,Consumer,North,Office Supplies,Binders,Binders Product 8,1580.12,7,0.3,137.29
ORD0183,2023-06-19,2023-06-21,CUST025,Customer 24,Corporate,South,Technology,Phones,Phones Product 23,641.33,8,0.09,143.97
ORD0184,2024-06-22,2024-06-29,CUST069,Customer 19,Corporate,North,Technology,Accessories,Accessories Product 40,1078.3,1,0.22,118.27
ORD0185,2024-12-30,2024-12-31,CUST027,Customer 16,Home Office,North,Furniture,Chairs,Chairs Product 4,1007.5,7,0.16,136.65
ORD0186,2024-01-02,2024-01-03,CUST070,Customer 33,Consumer,North,Furniture,Bookcases,Bookcases Product 45,116.35,8,0.03,21.85
ORD0187,2023-06-05,2023-06-09,CUST009,Customer 35,Corporate,West,Office Supplies,Binders,Binders Product 22,684.74,7,0.11,90.02
ORD0188,2023-06-27,2023-07-02,CUST050,Customer 100,Consumer,South,Office Supplies,Paper,Paper Product 26,519.26,10,0.18,35.19
ORD0189,2023-04-24,2023-04-25,CUST014,Customer 53,Consumer,West,Furniture,Chairs,Chairs Product 21,1441.31,2,0.29,225.57
ORD0190,2023-12-06,2023-12-10,CUST039,Customer 1,Corporate,South,Furniture,Chairs,Chairs Product 13,1953.79,6,0.02,438.99
ORD0191,2024-09-17,2024-09-21,CUST010,Customer 56,Home Office,West,Furniture,Tables,Tables Product 27,1453.7,8,0.16,409.69
ORD0192,2023-01-03,2023-01-04,CUST029,Customer 28,Corporate,North,Technology,Phones,Phones Product 19,1676.36,1,0.28,323.22
ORD0193,2024-10-21,2024-10-26,CUST032,Customer 21,Home Office,West,Office Supplies,Storage,Storage Product 41,1025.49,10,0.27,214.98
ORD0194,2023-09-25,2023-10-02,CUST005,Customer 67,Home Office,North,Technology,Laptops,Laptops Product 41,123.72,1,0.22,27.75
ORD0195,2023-02-24,2023-02-25,CUST052,Customer 51,Corporate,West,Office Supplies,Binders,Binders Product 6,393.23,5,0.28,33.9
